,Track Name,Artist Name,Popularity,Release Year,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
3941,The Closer I Get to You,Roberta Flack,57,1977,False,0.49,0.321,9,-13.283,1,0.0302,0.711,2.15e-06,0.0372,0.229,121.377,280800,4
3942,Why Can't We Live Together,Timmy Thomas,48,2006,False,0.865,0.614,6,-9.983,0,0.0347,0.877,0.818,0.0817,0.862,100.436,289613,4
3943,Memphis Soul Stew,King Curtis,52,1967,False,0.724,0.601,11,-10.805,0,0.0634,0.259,0.237,0.111,0.886,113.227,179413,4
3944,Bloodline,Gabriels,0,2021,False,0.276,0.215,0,-10.785,0,0.0432,0.588,0.0287,0.108,0.207,178.442,229440,3
3945,Last Night,The Mar-Keys,46,1961,False,0.723,0.565,0,-4.175,1,0.0386,0.448,0.866,0.0708,0.859,126.588,159173,4
3946,Fly Me To The Moon (In Other Words),Frank Sinatra,56,1964,False,0.612,0.197,5,-14.878,1,0.0438,0.461,5.09e-06,0.0516,0.25,117.91,149640,4
3947,Don't Know Why,Norah Jones,77,2002,False,0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,186251,4
3948,Feeling Good,Michael Bublé,75,2005,False,0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,237333,3
3949,Come Away With Me,Norah Jones,75,2002,False,0.436,0.141,0,-13.271,1,0.0308,0.902,2.81e-06,0.126,0.146,76.64,198227,3
3950,Dream A Little Dream Of Me,Ella Fitzgerald,52,1995,False,0.491,0.154,0,-13.706,1,0.0839,0.916,0.0,0.163,0.36,95.261,187693,3
3951,From The Start,Laufey,82,2023,False,0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,169573,3
3952,La vie en rose,Louis Armstrong,0,1990,False,0.584,0.0789,0,-12.905,1,0.051,0.884,0.00705,0.0876,0.319,70.886,206827,4
3953,Take Five,The Dave Brubeck Quartet,46,1959,False,0.447,0.189,10,-17.987,0,0.0396,0.5,0.000742,0.0524,0.653,173.591,324680,5
3954,L-O-V-E,Nat King Cole,76,1965,False,0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,155307,4
3955,Turn Me On,Norah Jones,73,2002,False,0.429,0.18,10,-10.694,1,0.0551,0.864,4.4e-06,0.104,0.485,170.645,154800,3
3956,Come Fly With Me - Remastered 1998,Frank Sinatra,66,1958,False,0.574,0.338,6,-11.376,1,0.042,0.845,0.0,0.165,0.493,67.008,199093,4
3957,Beyond the Sea,Bobby Darin,70,1959,False,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,172480,4
3958,I've Got You Under My Skin - Remastered 1998,Frank Sinatra,67,1956,False,0.585,0.247,1,-12.612,1,0.04,0.452,8.85e-06,0.107,0.591,127.15,223760,4
3959,My Baby Just Cares for Me - 2013 Remastered Version,Nina Simone,15,1958,False,0.746,0.243,4,-15.134,0,0.123,0.829,1.02e-06,0.0905,0.425,118.578,215747,4
3960,The Way You Look Tonight,Frank Sinatra,69,1964,False,0.622,0.24,5,-14.067,0,0.0363,0.798,0.0,0.142,0.587,132.234,202160,4
3961,The Girl From Ipanema,Stan Getz,0,1964,False,0.661,0.123,5,-19.353,0,0.0451,0.893,0.000338,0.114,0.374,130.055,324600,4
3962,In A Sentimental Mood,Duke Ellington,67,1963,False,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,255227,4
3963,I Put A Spell On You,Nina Simone,72,1965,False,0.42,0.398,6,-9.13,0,0.0296,0.755,0.000537,0.172,0.364,88.897,155027,3
3964,Cheek To Cheek,Ella Fitzgerald,64,1956,False,0.655,0.31,0,-13.4,1,0.0866,0.573,0.0,0.119,0.665,121.999,353267,4
3965,Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis,65,1959,False,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,337733,4
3966,Valentine,Laufey,80,2022,False,0.472,0.204,3,-13.065,1,0.0452,0.917,0.0,0.107,0.224,82.51,168907,4
3967,Fever,Peggy Lee,67,1958,False,0.838,0.171,4,-12.614,0,0.0729,0.23,0.0,0.11,0.397,135.925,199600,4
3968,Ain't That A Kick In The Head,Dean Martin,61,1996,False,0.661,0.311,4,-9.549,0,0.0701,0.458,0.0,0.233,0.702,132.008,145800,4
3969,You Make Me Feel So Young - Remastered 1998,Frank Sinatra,65,1956,False,0.577,0.306,9,-11.559,1,0.0427,0.383,0.0,0.18,0.568,125.166,177400,4
3970,Unforgettable,Nat King Cole,70,1954,False,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,191973,3
3971,Summertime,Ella Fitzgerald,65,1958,False,0.172,0.0696,11,-21.295,0,0.0339,0.916,0.00199,0.137,0.103,167.974,298133,5
3972,Sinnerman,Nina Simone,63,1965,False,0.436,0.543,11,-13.351,0,0.0962,0.654,9.35e-06,0.0937,0.663,148.282,622000,4
3973,I Fall In Love Too Easily,Chet Baker,68,1956,False,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,201440,4
3974,Corcovado (Quiet Nights Of Quiet Stars),Stan Getz,0,1964,False,0.58,0.106,9,-18.335,0,0.0458,0.961,0.00116,0.146,0.347,128.376,256581,4
3975,I Wish I Knew How It Would Feel to Be Free,Nina Simone,64,1967,False,0.687,0.51,10,-8.501,1,0.076,0.745,0.0,0.117,0.666,122.253,188613,4
3976,"It's Been a Long, Long Time",Harry James,39,1913,False,0.328,0.221,0,-9.7,1,0.0299,0.94,0.00135,0.301,0.369,77.147,203773,4
3977,In the Mood - Live,Glenn Miller,62,1939,False,0.463,0.654,8,-9.72,1,0.0659,0.824,0.917,0.372,0.592,175.204,209573,4
3978,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,63,1959,False,0.532,0.151,0,-17.266,1,0.0376,0.706,0.00136,0.116,0.211,136.759,562640,4
3979,I Got It Bad And That Ain't Good,Oscar Peterson Trio,61,1963,False,0.488,0.0527,5,-27.331,1,0.0478,0.971,0.911,0.0882,0.193,49.689,306227,4
3980,All of Me,Billie Holiday,64,1933,False,0.504,0.0644,2,-14.754,0,0.0408,0.972,4.36e-06,0.174,0.403,106.994,181440,5
3981,The Look Of Love,Diana Krall,62,2001,False,0.58,0.299,10,-13.03,1,0.0269,0.699,0.00386,0.0805,0.364,93.037,282000,4
3982,I'll Be Seeing You,Billie Holiday,69,1957,False,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,211533,3
3983,When Sunny Gets Blue,McCoy Tyner,60,1964,False,0.427,0.114,2,-22.546,0,0.0509,0.843,0.863,0.0966,0.114,60.484,282320,4
3984,Body and Soul,Tony Bennett,63,2011,False,0.342,0.249,1,-11.812,1,0.0277,0.87,5.09e-05,0.152,0.203,94.746,200587,3
3985,Água de Beber,Astrud Gilberto,69,1965,False,0.653,0.319,4,-17.813,0,0.0364,0.439,0.0,0.0906,0.845,147.858,138013,4
3986,My Funny Valentine,Chet Baker,67,1956,False,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,141133,4
3987,Promise,Laufey,79,2023,False,0.263,0.112,5,-16.55,1,0.0344,0.935,8.5e-05,0.0565,0.0903,76.244,234267,4
3988,Unforgettable,Natalie Cole,63,1991,False,0.286,0.288,5,-13.369,1,0.028,0.85,0.000138,0.0798,0.142,85.691,210907,4
3989,Mack the Knife,Bobby Darin,61,1959,False,0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,184333,4
3990,What A Diff'rence A Day Made,Dinah Washington,67,1959,False,0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,151867,4
3991,The Way You Look Tonight,Tony Bennett,61,2012,False,0.421,0.0533,0,-22.052,1,0.0405,0.946,0.000437,0.131,0.111,111.996,203307,4
3992,Cantaloupe Island - Remastered 1999/Rudy Van Gelder Edition,Herbie Hancock,62,1964,False,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,333947,4
3993,Só Danço Samba,Stan Getz,64,1963,False,0.578,0.364,2,-15.162,1,0.0441,0.683,0.0539,0.105,0.723,78.073,216227,4
3994,My Little Brown Book,Duke Ellington,60,1963,False,0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,319733,4
3995,I'm In The Mood For Love,Julie London,63,1955,False,0.58,0.0545,9,-14.594,0,0.0473,0.963,0.000265,0.0967,0.177,123.341,149827,4
3996,A Kiss To Build A Dream On - Single Version,Louis Armstrong,64,1952,False,0.723,0.0811,0,-14.113,1,0.0631,0.779,0.0,0.509,0.36,88.044,181493,4
3997,Goodbye Pork Pie Hat,Charles Mingus,54,1959,False,0.356,0.0937,8,-16.64,0,0.0353,0.957,0.096,0.209,0.278,86.669,342373,3
3998,Festival Swing,Django Reinhardt,31,2012,False,0.731,0.401,0,-10.01,1,0.0712,0.696,0.803,0.083,0.856,101.698,249773,4
3999,My Foolish Heart,Bill Evans Trio,56,1961,False,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,297320,4
4000,Every Breath You Take,Karen Souza,61,2007,False,0.774,0.422,0,-9.942,1,0.0324,0.392,0.0,0.202,0.457,119.997,167653,4
4001,It's Only A Paper Moon,Ella Fitzgerald,58,1994,False,0.761,0.103,10,-16.964,1,0.0416,0.944,0.0,0.127,0.53,114.044,160133,4
4002,Blue Moon,Billie Holiday,68,1956,False,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,207827,4
4003,Skating In Central Park,Bill Evans,60,1962,False,0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.308,324200,3
4004,Autumn Leaves,Chet Baker,22,1974,False,0.334,0.438,5,-17.195,0,0.0456,0.839,0.586,0.112,0.635,185.954,425987,4
4005,Baby I'm A Fool,Melody Gardot,52,2009,False,0.516,0.24,10,-13.131,0,0.0404,0.933,0.0228,0.17,0.277,112.981,210693,4
4006,Morning Sun,Melody Gardot,61,2015,False,0.514,0.261,1,-14.968,1,0.0436,0.764,0.128,0.0911,0.201,134.811,305266,4
4007,My One And Only Love,John Coltrane,63,1963,False,0.474,0.0676,9,-16.101,0,0.0363,0.963,0.00291,0.14,0.248,115.713,295240,3
4008,They Can't Take That Away From Me,Ella Fitzgerald,58,1956,False,0.555,0.185,3,-15.313,1,0.0822,0.592,0.0,0.105,0.38,104.723,279733,4
4009,Cry Me A River,Julie London,59,1955,False,0.496,0.0688,4,-14.927,0,0.0545,0.964,0.00229,0.112,0.161,119.898,178573,4
4010,Let's Fall In Love,Diana Krall,60,1999,False,0.615,0.177,5,-16.925,0,0.0465,0.82,0.000186,0.135,0.383,124.558,258960,4
4011,Abusey Junction,Kokoroko,61,2019,False,0.71,0.346,8,-11.872,0,0.0582,0.839,0.935,0.111,0.364,83.912,424080,4
4012,A Nightingale Sang In Berkeley Square,Stan Getz,57,1961,False,0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,419627,4
4013,"Hello, Dolly!",Louis Armstrong,70,1964,False,0.0,0.405,0,-9.935,1,0.0,0.842,0.00114,0.198,0.0,0.0,147000,0
4014,It's Always You - Vocal Version,Chet Baker,60,1956,False,0.499,0.0341,8,-22.31,1,0.0417,0.923,5.27e-05,0.131,0.31,81.735,215467,4
4015,You're Nobody 'Til Somebody Loves You - Remastered/1997,Dean Martin,66,1960,False,0.503,0.182,0,-16.651,0,0.0323,0.776,0.0,0.178,0.652,63.684,133933,4
4016,Night And Day,Diana Krall,54,2017,False,0.49,0.121,5,-18.532,1,0.029,0.872,0.0808,0.122,0.256,103.683,278293,4
4017,Moonlight Serenade,Glenn Miller,22,1991,False,0.333,0.221,3,-10.339,1,0.028,0.827,0.651,0.228,0.286,78.752,200667,4
4018,Solitude,Billie Holiday,66,1956,False,0.462,0.15,8,-13.531,1,0.0522,0.984,0.000902,0.105,0.19,98.66,207600,3
4019,Like the Movies,Laufey,72,2021,False,0.575,0.274,0,-10.242,1,0.035,0.908,8.67e-05,0.146,0.214,87.13,162759,4
4020,Creep,Karen Souza,58,2007,False,0.69,0.235,0,-12.42,1,0.0305,0.704,0.000984,0.087,0.285,94.044,211307,4
4021,Moanin' - Remastered 1998/Rudy Van Gelder Edition,Art Blakey,57,1959,False,0.612,0.493,5,-8.589,0,0.0467,0.804,0.266,0.202,0.484,126.358,570720,4
4022,Gary's Theme - Remastered,Bill Evans,59,1981,False,0.421,0.08,7,-21.795,1,0.04,0.903,0.859,0.135,0.0546,122.044,257693,3
4023,Naima - Mono,John Coltrane,56,1960,False,0.292,0.012,10,-21.638,0,0.0393,0.905,0.164,0.0813,0.133,170.106,265049,3
4024,In The Wee Small Hours Of The Morning - Remastered 1998,Frank Sinatra,55,1955,False,0.29,0.0874,0,-16.119,1,0.0346,0.856,0.000957,0.109,0.0734,114.997,180933,4
4025,Para Machuchar Meu Coracao,Stan Getz,0,1964,False,0.59,0.134,3,-17.891,1,0.0394,0.961,0.00885,0.0878,0.426,131.733,305800,4
4026,The Girl From Ipanema,Antônio Carlos Jobim,27,1967,False,0.54,0.182,5,-17.065,1,0.0383,0.886,0.000362,0.226,0.338,132.997,197947,4
4027,Just A Gigolo / I Ain't Got Nobody - Medley / Remastered 2002,Louis Prima,55,1956,False,0.519,0.638,8,-5.226,1,0.0942,0.683,0.0,0.0561,0.67,124.878,284893,4
4028,(I Left My Heart) In San Francisco,Tony Bennett,59,1962,False,0.313,0.078,0,-17.583,1,0.0332,0.955,4.48e-06,0.169,0.125,128.065,170960,4
4029,"Theme From New York, New York",Frank Sinatra,61,1980,False,0.408,0.414,2,-11.083,1,0.0297,0.282,0.0,0.153,0.576,107.469,206067,4
4030,Strange Fruit,Billie Holiday,56,1957,False,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,192867,1
4031,I Wish You Love,Laufey,73,2021,False,0.736,0.376,0,-9.48,1,0.0324,0.837,3.48e-06,0.151,0.633,108.066,155139,4
4032,Peace Piece,Bill Evans,53,1959,False,0.464,0.0266,0,-20.338,1,0.0532,0.987,0.879,0.0836,0.0659,132.972,404160,3
4033,Summer Wind,Frank Sinatra,61,1966,False,0.437,0.363,5,-9.187,0,0.0283,0.369,0.0,0.178,0.52,87.333,178253,4
4034,For Me... Formidable,Charles Aznavour,62,1963,False,0.5,0.391,1,-6.451,1,0.0335,0.743,0.0,0.0847,0.539,139.972,139507,4
4035,Breezin',George Benson,62,1976,False,0.682,0.752,2,-9.521,1,0.0454,0.476,0.863,0.0768,0.964,81.081,341733,4
4036,"Flamenco Sketches (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,52,1959,False,0.348,0.0219,2,-21.065,0,0.0427,0.899,0.112,0.0906,0.225,178.698,566133,3
4037,Hey Laura,Gregory Porter,60,2013,False,0.694,0.265,2,-11.319,1,0.0569,0.894,1.79e-05,0.246,0.422,77.389,199427,4
4038,What A Difference A Day Made,Jamie Cullum,59,2003,False,0.627,0.32,5,-11.007,1,0.0274,0.857,0.000111,0.126,0.396,96.507,309693,3
4039,I Get Along Without You Very Well (Except Sometimes) - Vocal Version,Chet Baker,60,1956,False,0.442,0.033,10,-23.063,1,0.041,0.922,0.000171,0.151,0.21,103.34,179640,3
4040,Where We Used to Live,Esbjörn Svensson Trio,51,2006,False,0.517,0.0917,0,-18.395,1,0.0336,0.876,0.629,0.108,0.0836,95.068,267173,4
4041,"Sing, Sing, Sing",Benny Goodman,19,1987,False,0.609,0.566,2,-15.865,0,0.049,0.798,0.887,0.13,0.247,114.02,517973,4
4042,My Romance - Remastered 2006,Gene Ammons,54,2006,False,0.519,0.0422,1,-10.778,1,0.0537,0.966,0.929,0.124,0.397,130.436,252947,3
4043,You Make Me Feel so Young,Michael Bublé,50,2013,False,0.508,0.537,9,-4.732,1,0.0441,0.702,0.0,0.362,0.644,129.865,185693,4
4044,Blue And Sentimental,Oscar Peterson,62,1956,False,0.551,0.114,3,-24.78,0,0.0451,0.977,0.874,0.141,0.124,70.141,146093,4
4045,Your Heart Is As Black As Night,Melody Gardot,52,2009,False,0.371,0.326,0,-10.487,0,0.0353,0.851,0.0056,0.125,0.125,76.548,162720,4
4046,I've Got a Crush On You,Steve Tyrell,55,2003,False,0.568,0.375,7,-9.167,1,0.0319,0.535,0.000107,0.103,0.231,79.09,152000,4
4047,Orange Colored Sky,Nat King Cole,64,1961,False,0.535,0.24,10,-15.198,1,0.085,0.92,0.0,0.111,0.49,128.547,153867,4
4048,I Guess I'll Hang My Tears Out To Dry - Rudy Van Gelder Edition/Remastered 1999,Dexter Gordon,49,1962,False,0.524,0.222,3,-8.967,1,0.0346,0.907,0.00124,0.0544,0.325,120.71,322000,4
4049,Soul Bossa Nova,Quincy Jones,57,1962,False,0.551,0.722,5,-9.247,0,0.0529,0.571,0.000306,0.629,0.821,153.181,166590,4
4050,Luck Be A Lady,Frank Sinatra,55,1965,False,0.362,0.398,8,-13.582,1,0.0465,0.737,0.0,0.282,0.5,151.186,314133,4
4051,"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",Miles Davis,53,1959,False,0.639,0.186,8,-15.831,1,0.0347,0.704,0.00104,0.118,0.498,128.375,586400,4
4052,The Summer Wind,Madeleine Peyroux,53,2006,False,0.658,0.22,8,-14.99,1,0.0335,0.9,0.401,0.118,0.228,99.689,234107,4
4053,It Had to Be You (Big Band and Vocals),"Harry Connick, Jr.",54,1989,False,0.543,0.284,5,-13.205,1,0.051,0.683,0.0,0.101,0.409,125.558,158227,4
4054,The Nearness Of You,Bill Charlap,49,2002,False,0.383,0.131,7,-17.764,1,0.033,0.761,0.194,0.0973,0.101,98.606,447280,4
4055,(Getting Some) Fun out of Life,Madeleine Peyroux,58,1996,False,0.727,0.413,4,-9.621,0,0.0346,0.712,0.000158,0.0765,0.314,110.545,192173,4
4056,Do You Really Want To Hurt Me,Karen Souza,55,2007,False,0.725,0.416,7,-11.754,1,0.0286,0.183,4.33e-06,0.536,0.277,111.978,222320,4
4057,I'll Let You Know,David Hazeltine,52,2012,False,0.442,0.124,3,-22.227,1,0.0388,0.92,0.605,0.21,0.2,65.003,408600,4
4058,Let There Be Love,Nat King Cole,62,1962,False,0.676,0.19,0,-16.696,1,0.0482,0.853,0.000472,0.085,0.233,120.093,165973,4
4059,Blue Moon - 1999 Remastered,Frank Sinatra,64,1961,False,0.644,0.156,1,-16.529,1,0.0329,0.532,0.0,0.105,0.744,113.96,171427,4
4060,In Your Own Sweet Way,Wes Montgomery,48,2000,False,0.566,0.0703,3,-21.919,1,0.0452,0.992,0.912,0.11,0.0785,122.274,291640,4
4061,La vie en rose,Laura Fygi,53,2016,False,0.497,0.206,3,-12.637,1,0.031,0.94,1.27e-06,0.104,0.181,81.63,227953,3
4062,God Bless the Child,Sonny Rollins,48,1962,False,0.493,0.0421,2,-18.071,1,0.0347,0.913,0.173,0.0777,0.172,102.074,447560,4
4063,April In Paris,Billie Holiday,58,1958,False,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,185587,4
4064,Unsquare Dance,The Dave Brubeck Quartet,55,1961,False,0.65,0.496,7,-13.869,1,0.115,0.0723,0.88,0.119,0.615,116.868,119867,4
4065,"'Round Midnight (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",Miles Davis,55,1957,False,0.494,0.182,10,-11.116,0,0.0443,0.79,0.00036,0.129,0.21,112.689,355333,4
4066,Desafinado,Stan Getz,0,1964,False,0.491,0.171,3,-17.259,1,0.0439,0.931,0.00144,0.103,0.538,143.285,255760,4
4067,There Will Never Be Another You,Lester Young,61,1959,False,0.588,0.0387,0,-17.944,0,0.06,0.978,0.823,0.116,0.342,83.4,205667,4
4068,Easy Living (with Teddy Wilson & His Orchestra),Billie Holiday,47,1933,False,0.64,0.23,8,-10.651,1,0.0624,0.965,5.36e-05,0.101,0.663,88.868,182400,4
4069,Songbird,Kenny G,61,1986,False,0.453,0.292,7,-16.777,1,0.0342,0.041,0.814,0.0977,0.125,135.387,303507,4
4070,Comin' Home Baby,Mel Tormé,58,2005,False,0.632,0.368,7,-14.901,0,0.061,0.65,0.0,0.189,0.773,143.121,165360,4
4071,Mad About The Boy,Dinah Washington,53,1987,False,0.344,0.147,8,-10.3,1,0.0369,0.922,0.00019,0.0482,0.263,177.192,182573,3
4072,Autumn Nocturne,Lou Donaldson,57,1958,False,0.539,0.0678,0,-18.039,1,0.0468,0.967,0.168,0.114,0.263,124.105,294667,4
4073,Blue Train - Remastered 2003/Rudy Van Gelder Edition,John Coltrane,50,1958,False,0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,644013,4
4074,Worrisome Heart,Melody Gardot,56,2007,False,0.373,0.278,2,-14.124,0,0.0476,0.908,0.147,0.182,0.207,74.883,261360,4
4075,Into Each Life Some Rain Must Fall - Single Version,The Ink Spots,62,1999,False,0.648,0.123,0,-14.812,1,0.0602,0.987,0.117,0.1,0.496,65.795,191067,4
4076,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,Stanley Turrentine,53,2007,False,0.505,0.159,7,-11.235,0,0.0336,0.946,0.0127,0.212,0.196,59.385,295200,4
4077,More - Remastered 2004,Bobby Darin,63,2004,False,0.498,0.484,5,-8.74,0,0.0315,0.481,0.0,0.243,0.691,152.498,145933,4
4078,L-O-V-E,Gregory Porter,58,2017,False,0.656,0.278,11,-14.032,0,0.0908,0.709,8.19e-06,0.13,0.554,108.739,128520,4
4079,(There Is) No Greater Love,Amy Winehouse,46,2003,False,0.388,0.242,1,-12.177,0,0.0481,0.955,4.73e-05,0.0999,0.223,137.411,128933,4
4080,'Round Midnight,Thelonious Monk,55,1951,False,0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,193840,4
4081,My Favorite Things,John Coltrane,47,1961,False,0.277,0.242,4,-18.442,1,0.0342,0.694,0.464,0.113,0.285,175.384,824133,3
4082,Angel Eyes - Studio,Tommy Flanagan,43,1991,False,0.487,0.145,5,-18.67,1,0.0522,0.876,0.822,0.149,0.142,110.134,349600,4
4083,Song For My Father,Horace Silver,56,1999,False,0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,438280,4
4084,Love Is Here To Stay - Remastered 1998,Frank Sinatra,57,1956,False,0.547,0.208,9,-13.458,1,0.0334,0.676,0.0,0.1,0.424,108.999,162840,4
4085,When It's Sleepytime Down South,Wynton Marsalis,41,1983,False,0.534,0.128,8,-16.076,1,0.0412,0.852,0.163,0.171,0.347,89.782,309640,4
4086,Nice 'n' Easy - Remastered 1999,Frank Sinatra,55,1960,False,0.536,0.148,0,-14.903,1,0.031,0.772,0.0,0.101,0.509,109.295,165760,4
4087,That Old Feeling,Chet Baker,56,1956,False,0.643,0.175,5,-16.813,0,0.0391,0.633,4.24e-05,0.143,0.642,78.031,183893,4
4088,Forever in Love,Kenny G,59,1992,False,0.343,0.318,5,-14.901,1,0.0312,0.336,0.158,0.17,0.11,81.993,299493,4
4089,Mr Bojangles,Robbie Williams,54,2001,False,0.512,0.325,2,-10.549,0,0.108,0.719,2.16e-06,0.184,0.27,137.118,197800,3
4090,I'm Glad There Is You,Julie London,56,1955,False,0.492,0.0671,10,-15.671,0,0.0399,0.958,0.000968,0.109,0.165,124.908,147413,4
4091,(I Love You) For Sentimental Reasons,Nat King Cole,63,1961,False,0.41,0.0418,1,-24.754,1,0.035,0.977,0.0137,0.117,0.247,67.882,184467,4
4092,Misty,Sarah Vaughan,56,1958,False,0.205,0.204,5,-14.444,1,0.0352,0.973,0.00246,0.368,0.136,185.316,182640,3
4093,Where or When,Wynton Marsalis,50,1990,False,0.326,0.0575,4,-16.5,1,0.0393,0.99,0.887,0.281,0.301,127.397,168667,5
4094,You Go to My Head - 2007 Remastered Version,Art Pepper,0,1956,False,0.585,0.149,3,-13.139,1,0.0695,0.921,0.0809,0.0931,0.195,67.572,255293,4
4095,But Not For Me - Vocal Version,Chet Baker,57,1956,False,0.626,0.152,5,-14.182,0,0.0405,0.934,6.05e-05,0.12,0.545,82.174,184467,4
4096,On Broadway,George Benson,55,1981,False,0.77,0.319,10,-17.098,0,0.0579,0.205,0.000151,0.0687,0.863,117.232,316160,4
4097,When I Fall in Love (feat. Chris Botti),Renee Olstead,52,2009,False,0.39,0.219,1,-10.651,1,0.0322,0.905,2.02e-05,0.0921,0.117,125.471,283093,4
4098,Cheek To Cheek,Tony Bennett,13,2014,False,0.569,0.423,0,-8.453,1,0.0861,0.838,0.0,0.144,0.514,93.956,170547,4
4099,Blue In Green (Take 3),Bill Evans,49,1960,False,0.452,0.109,2,-19.965,0,0.0471,0.977,0.879,0.088,0.139,126.29,325787,4
4100,Fly Me To The Moon (In Other Words),Julie London,51,1963,False,0.335,0.508,5,-11.763,1,0.0473,0.698,0.000382,0.0788,0.767,86.298,159107,4
4101,Watermelon Man,Herbie Hancock,56,1973,False,0.724,0.414,1,-11.19,1,0.0588,0.262,0.111,0.0785,0.719,146.939,388960,4
4102,Crazy He Calls Me,Billie Holiday,60,1958,False,0.483,0.145,1,-14.423,1,0.039,0.849,3.5e-06,0.214,0.284,72.863,185280,4
4103,The Masquerade Is Over,Nancy Wilson,55,1962,False,0.341,0.0446,10,-18.109,1,0.0348,0.909,0.00785,0.157,0.128,174.365,258107,3
4104,For Once in My Life,Michael Bublé,54,2003,False,0.551,0.493,10,-5.685,1,0.0378,0.646,0.0,0.287,0.43,94.415,153533,4
4105,Come Fly with Me,Michael Bublé,51,2003,False,0.555,0.487,11,-6.48,1,0.0309,0.374,0.0,0.158,0.576,134.044,198787,4
4106,Little Paradise,Eliane Elias,52,2017,False,0.399,0.277,5,-15.422,0,0.0357,0.875,0.638,0.113,0.127,80.465,299507,4
4107,Mr. Bojangles,Nina Simone,53,1971,False,0.461,0.304,6,-13.737,1,0.0332,0.216,2.18e-05,0.287,0.246,113.842,299213,4
4108,Almost Like Being In Love,Red Garland,56,1957,False,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,290293,4
4109,Stella By Starlight (feat. John Coltrane & Bill Evans),Miles Davis,16,1974,False,0.517,0.143,3,-12.849,1,0.0363,0.917,9.74e-05,0.0982,0.242,85.862,285133,4
4110,J'ai Deux Amours,Vincent Scotto,41,2004,False,0.502,0.226,0,-9.997,1,0.0364,0.943,3.64e-06,0.142,0.266,86.357,174133,4
4111,Cold Cold Heart,Norah Jones,55,2002,False,0.521,0.124,2,-13.027,1,0.0432,0.866,0.00112,0.0801,0.377,170.933,218600,3
4112,Stormy Weather,Oscar Peterson,46,2020,False,0.621,0.197,7,-14.483,1,0.0573,0.99,0.878,0.152,0.569,120.194,214000,4
4113,Autumn In New York,Ella Fitzgerald,57,1957,False,0.425,0.0469,7,-18.612,0,0.0354,0.955,0.0,0.137,0.154,135.335,356627,4
4114,Manha de Carnaval,João Donato,59,1965,False,0.722,0.208,9,-23.775,0,0.0466,0.481,0.881,0.119,0.88,116.793,189307,4
4115,Didn't Know About You,Johnny Hodges & His Orchestra,52,1958,False,0.352,0.0655,8,-17.698,0,0.0393,0.966,0.655,0.0783,0.318,184.098,212813,3
4116,Giant Steps - Mono,John Coltrane,48,1960,False,0.434,0.458,0,-11.457,0,0.0479,0.261,0.00869,0.173,0.547,146.768,287582,4
