Track Name,artists,popularity,release_year,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
autumn,demxntia,45,2022,False,0.688,0.619,3,-8.001,1,0.0409,0.375,0.0,0.195,0.444,119.929,146000,4,2
STRINGS (feat. JVKE & Bazzi),MAX,46,2023,False,0.667,0.627,1,-7.184,1,0.122,0.248,0.0,0.174,0.498,143.948,153461,4,2
Tidal Wave,Chase Atlantic,45,2018,True,0.599,0.609,4,-5.14,1,0.052,0.565,2.11e-05,0.137,0.383,123.967,243707,4,2
How Soon,ASTN,45,2023,False,0.727,0.335,7,-10.143,1,0.0692,0.42,0.0,0.112,0.207,131.832,190596,4,2
Snooze (Acoustic) (feat. Justin Bieber),SZA,75,2023,True,0.462,0.331,9,-8.794,0,0.0432,0.911,0.0,0.15,0.604,141.364,190465,3,2
Slime You Out (feat. SZA),Drake,73,2023,True,0.483,0.408,5,-9.243,0,0.0502,0.508,0.0,0.259,0.105,88.88,310491,3,2
Little Bird,Jonas Brothers,55,2023,False,0.589,0.524,1,-4.721,1,0.0289,0.546,0.0,0.321,0.198,149.977,189807,4,0
ghost town,JVKE,55,2022,False,0.647,0.599,0,-2.291,0,0.0681,0.364,3.24e-05,0.102,0.28,164.084,157791,4,5
The One That Got Away - Acoustic,Katy Perry,64,2012,False,0.714,0.434,4,-11.542,1,0.0396,0.697,0.0,0.0919,0.352,123.942,259040,4,5
Too Good to Say Goodbye,Bruno Mars,69,2016,False,0.587,0.63,2,-6.054,1,0.0311,0.0389,0.0,0.35,0.433,76.97,281827,4,0
this is what autumn feels like,JVKE,70,2023,False,0.238,0.441,3,-7.42,1,0.0364,0.912,0.433,0.167,0.164,79.445,219909,4,5
Love Never Felt So Good (Original Version),Michael Jackson,48,2014,False,0.608,0.427,7,-9.233,0,0.032,0.828,2.96e-06,0.078,0.58,120.435,199947,4,2
Officially Missing You,Tamia,52,2004,False,0.476,0.407,4,-9.239,0,0.0368,0.247,0.0,0.144,0.226,178.258,242467,4,2
BP,Summer Walker,62,2018,False,0.355,0.311,8,-11.543,1,0.104,0.729,5.11e-05,0.206,0.227,75.849,109413,1,3
Loose,Daniel Caesar,77,2017,False,0.198,0.162,1,-15.815,1,0.0343,0.926,0.00896,0.135,0.0527,70.453,185523,1,3
Give Me Your Forever,Zack Tabudlo,73,2021,False,0.627,0.363,8,-8.127,1,0.0291,0.279,0.0,0.0928,0.301,99.905,244800,4,3
E.T.A.,Justin Bieber,57,2020,False,0.465,0.494,4,-7.595,0,0.066,0.49,0.0,0.127,0.457,127.298,176733,4,5
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,76,2019,True,0.737,0.597,7,-7.333,1,0.119,0.292,0.0,0.13,0.449,92.049,222987,4,2
FOOL,Zack Tabudlo,37,2023,False,0.602,0.33,0,-13.664,1,0.0285,0.556,0.000206,0.099,0.414,87.964,204545,4,3
Turn Back Time,Zack Tabudlo,54,2023,False,0.326,0.376,0,-7.621,1,0.0387,0.45,0.0,0.0962,0.281,187.106,220781,3,3
THEY DON'T KNOW,Zack Tabudlo,34,2023,True,0.504,0.456,11,-6.868,1,0.0365,0.35,6.73e-06,0.273,0.327,142.14,203134,4,3
Victim,Zack Tabudlo,38,2023,True,0.624,0.67,6,-7.355,1,0.0384,0.214,1.15e-05,0.228,0.397,94.11,232340,4,3
FAKE,Zack Tabudlo,35,2023,True,0.471,0.558,1,-6.749,1,0.141,0.242,0.0,0.101,0.352,79.641,141176,1,3
Calm Me Down,Zack Tabudlo,44,2021,False,0.592,0.49,10,-8.508,1,0.0263,0.395,0.0,0.333,0.437,99.994,282950,4,3
Why Does It Hurt?,Zack Tabudlo,35,2023,True,0.765,0.532,6,-7.868,1,0.0317,0.273,0.0,0.136,0.803,115.006,222000,4,3
this is what space feels like,JVKE,68,2023,False,0.515,0.379,10,-5.439,1,0.156,0.3,0.000112,0.369,0.455,73.092,183017,4,5
Still Omw,Blxst,57,2022,True,0.78,0.589,1,-5.854,0,0.361,0.724,7e-06,0.402,0.552,102.036,115453,4,2
Soulmate,Johnny Stimson,46,2023,False,0.415,0.434,7,-8.18,1,0.0752,0.819,0.0,0.101,0.338,141.922,191408,4,3
Fleeting Dream (Was It True?),PARIS The Prince,37,2023,False,0.416,0.471,10,-11.263,0,0.0277,0.163,2.08e-05,0.314,0.445,74.024,187998,4,6
Far,SZA,71,2022,True,0.612,0.549,2,-7.401,1,0.0833,0.672,0.000203,0.163,0.477,115.915,180680,4,2
GOOD DAY,Forrest Frank,45,2024,False,0.699,0.721,8,-6.899,1,0.166,0.0562,0.0,0.145,0.732,75.917,170526,4,2
Forgot to Breathe,GRAHAM,58,2023,False,0.89,0.698,6,-5.16,0,0.044,0.208,0.0,0.116,0.655,135.021,145778,4,0
Comfortable,Lil Wayne,54,2008,True,0.596,0.83,6,-7.739,0,0.0863,0.0169,2.57e-05,0.585,0.682,94.199,265240,4,6
summer,raph,55,2022,False,0.483,0.61,9,-7.609,1,0.0303,0.471,0.0109,0.283,0.384,91.976,132484,4,5
Drugs & Money - New Mix,Chase Atlantic,66,2017,True,0.629,0.735,11,-4.826,1,0.0599,0.2,0.0,0.243,0.477,123.996,239922,4,6
Acid Dreams,MAX,49,2019,False,0.817,0.509,0,-4.17,1,0.0839,0.146,2.53e-05,0.111,0.77,99.988,183930,4,2
Goodbyes (Feat. Young Thug),Post Malone,0,2019,True,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960,4,2
Clues,Ashley Alisha,58,2024,False,0.732,0.701,6,-6.197,1,0.109,0.348,1.94e-05,0.107,0.654,138.958,195341,4,5
boyfriend material,Gareth.T,56,2022,True,0.794,0.454,4,-7.848,1,0.0477,0.445,0.0,0.127,0.913,144.926,150298,4,2
half sober (with Alex Porat),slchld,47,2024,False,0.608,0.561,7,-8.171,1,0.0313,0.302,0.0,0.0956,0.448,90.045,201333,4,5
unrequited,SOLOMON,55,2023,False,0.896,0.502,1,-8.167,0,0.0618,0.513,0.00325,0.152,0.782,119.006,203080,4,2
honest (feat. moon tang),Gareth.T,49,2022,False,0.641,0.333,9,-9.011,1,0.0407,0.851,3.92e-06,0.149,0.573,179.818,177818,4,1
How?,Dhruv,60,2024,False,0.654,0.544,8,-8.508,1,0.0339,0.19,0.00057,0.138,0.593,98.087,182000,4,2
clouds,JVKE,73,2024,False,0.641,0.905,11,-3.694,1,0.0334,0.435,0.0491,0.185,0.875,94.874,162615,4,5
Gloom,Djo,66,2022,True,0.827,0.69,9,-6.998,0,0.0347,0.0679,0.573,0.101,0.617,140.972,120808,4,0
Then It All Goes Away,Dayglow,58,2022,False,0.683,0.817,2,-3.061,1,0.0332,0.0184,2.32e-05,0.0807,0.964,140.019,183440,4,6
Dummy,Portugal. The Man,62,2023,False,0.747,0.649,11,-5.807,0,0.0419,0.0139,0.00333,0.115,0.774,91.05,145093,4,5
Midwest,Vacations,49,2023,False,0.55,0.598,0,-7.568,1,0.0317,0.0844,0.453,0.117,0.525,117.954,248136,4,6
Helmet,Steve Lacy,66,2022,True,0.612,0.675,9,-6.518,0,0.0231,0.0994,0.0,0.217,0.763,97.04,201547,4,6
Deleter,GROUPLOVE,53,2020,False,0.421,0.991,8,-3.678,1,0.124,3.81e-06,0.0466,0.13,0.446,159.998,234387,4,4
Classical,Vampire Weekend,68,2024,False,0.333,0.766,0,-3.484,1,0.0364,0.0614,0.000728,0.359,0.416,111.063,259947,4,5
Don't Take The Money,Bleachers,65,2017,False,0.63,0.885,1,-5.674,1,0.0406,0.000397,1.37e-06,0.206,0.289,110.072,215547,4,5
Obvious,The Drums,42,2023,False,0.572,0.871,2,-5.686,1,0.0376,0.00735,8.95e-06,0.0629,0.401,94.999,234480,4,6
When Am I Gonna Lose You,Local Natives,59,2019,False,0.452,0.834,11,-4.657,1,0.0967,0.0417,0.00036,0.119,0.514,142.088,264213,4,6
No Going Back,Yuno,59,2018,False,0.714,0.708,2,-5.524,0,0.027,0.0112,0.0141,0.0609,0.902,93.005,208200,4,6
Seventeen,Sjowgren,65,2016,False,0.612,0.725,7,-5.602,1,0.0416,0.305,0.0784,0.0548,0.333,146.008,225667,4,5
Pressure to Party,Julia Jacklin,49,2019,False,0.471,0.811,4,-3.956,1,0.0389,0.000125,4.08e-05,0.117,0.37,141.967,182307,4,6
The Walk Home,Young the Giant,52,2022,False,0.515,0.899,7,-6.404,1,0.0493,0.0062,1.18e-05,0.49,0.31,124.993,196643,4,6
Maple Syrup,The Backseat Lovers,72,2019,False,0.543,0.526,2,-9.703,1,0.0582,0.0447,0.0533,0.0778,0.384,153.0,243529,3,5
Not Strong Enough,boygenius,78,2023,False,0.508,0.797,1,-5.854,1,0.0411,0.00261,7.56e-06,0.0916,0.361,126.982,234933,4,5
Like or Like Like,Miniature Tigers,67,2009,False,0.753,0.534,2,-4.661,1,0.0277,0.0339,7.32e-06,0.0972,0.847,96.073,158653,4,2
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,65,2022,True,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,215150,3,6
Vampire Empire,Big Thief,77,2023,False,0.636,0.572,9,-7.797,1,0.0913,0.287,0.0,0.0878,0.66,131.272,192128,4,5
Kyoto,Phoebe Bridgers,69,2020,False,0.6,0.749,11,-6.889,1,0.0419,0.0467,0.295,0.0915,0.485,131.024,184524,4,5
Perfume,Lovejoy,61,2021,False,0.623,0.788,8,-7.777,1,0.0415,0.000247,0.271,0.0978,0.955,121.974,207010,4,6
Osmosis,Good Kid,59,2023,False,0.474,0.954,9,-4.348,1,0.0347,1.21e-05,1.17e-06,0.174,0.944,95.008,173122,4,6
help herself,bbno$,63,2021,False,0.607,0.851,4,-7.754,0,0.0364,0.623,0.351,0.107,0.479,168.049,188571,4,5
A Kiss,THE DRIVER ERA,64,2021,True,0.697,0.923,6,-4.646,1,0.272,0.208,0.000736,0.158,0.635,169.999,271854,4,2
Crash My Car,COIN,64,2020,False,0.244,0.646,5,-5.863,1,0.0456,0.00178,0.00483,0.301,0.529,183.571,188307,5,5
Daft Pretty Boys,Bad Suns,53,2016,False,0.665,0.823,8,-5.686,1,0.059,0.048,0.0,0.0927,0.672,136.992,187013,4,6
Oysters In My Pocket,Royel Otis,75,2022,False,0.598,0.924,6,-4.974,0,0.0623,0.0205,0.799,0.17,0.611,168.017,162339,4,0
Temper Temper,Lime Cordiale,67,2017,False,0.713,0.565,7,-7.8,0,0.0351,0.0252,3.2e-06,0.633,0.705,130.047,208981,4,2
Pictures of Girls,Wallows,60,2018,False,0.443,0.819,6,-5.502,1,0.0322,0.000248,0.00759,0.0802,0.494,154.958,204667,4,5
Peach Pit,Peach Pit,60,2018,False,0.515,0.804,6,-5.345,0,0.0398,0.00322,0.00229,0.149,0.298,123.969,287080,4,4
Dope on a Rope,The Growlers,58,2016,False,0.42,0.901,7,-3.857,1,0.0955,0.00173,0.0,0.366,0.74,145.965,250320,4,6
Look At Us Now (Honeycomb),Daisy Jones & The Six,65,2023,False,0.323,0.761,7,-6.143,1,0.0479,0.00942,0.000586,0.0827,0.466,141.282,332387,4,6
Dræm Girl,No Vacation,58,2015,False,0.192,0.952,2,-5.888,1,0.258,0.00164,0.716,0.307,0.262,172.752,234607,4,4
Think Fast (feat. Weezer),Dominic Fike,65,2023,False,0.538,0.452,2,-7.994,1,0.0462,0.368,2.26e-05,0.0635,0.209,168.102,222840,4,6
These Are The Days,Inhaler,50,2022,False,0.51,0.955,4,-5.64,1,0.0455,0.00935,0.000149,0.642,0.761,140.055,222297,4,6
Japanese Posters,Rebounder,60,2020,False,0.671,0.632,6,-6.635,0,0.0284,0.00743,8.5e-06,0.253,0.829,95.028,156000,4,6
I Don't Want to Talk,Wallows,50,2021,False,0.461,0.908,7,-3.222,1,0.0768,0.0133,1.4e-06,0.309,0.636,162.042,223533,4,5
Stella Brown,Jelani Aryeh,55,2020,False,0.724,0.48,2,-7.537,1,0.0342,0.211,0.0772,0.289,0.591,125.007,187415,4,2
adios,JAWNY,52,2022,False,0.531,0.866,6,-4.776,0,0.0569,0.187,0.00116,0.486,0.438,164.049,203503,4,5
Rose Pink Cadillac,DOPE LEMON,70,2022,False,0.746,0.805,1,-6.827,1,0.0339,0.321,0.00685,0.104,0.906,100.003,261912,4,5
Baseball,Hippo Campus,45,2017,False,0.609,0.915,9,-3.622,1,0.0533,0.00342,0.0,0.1,0.59,111.415,198107,4,6
i haunt ur dreams,"hey, nothing",57,2022,False,0.619,0.671,4,-8.225,1,0.0266,0.0274,0.00705,0.467,0.91,100.979,216666,4,6
Moment In The Sun - Bonus Track,Sunflower Bean,53,2022,False,0.687,0.632,2,-5.14,1,0.0309,0.0572,0.0,0.257,0.559,115.987,189635,4,5
Marvelous,Wallows,57,2022,True,0.635,0.921,9,-3.269,1,0.162,0.22,0.0,0.0785,0.673,124.037,142333,4,5
only wanna dance,almost monday,56,2023,False,0.51,0.915,9,-4.948,1,0.0891,0.000355,0.00701,0.231,0.941,168.965,144391,4,6
Give Up Baby Go,Peach Pit,61,2022,False,0.683,0.697,9,-6.703,1,0.025,0.169,2.46e-06,0.0527,0.591,96.729,257007,4,5
Saturdays (feat. HAIM),Twin Shadow,57,2018,False,0.47,0.696,9,-4.749,1,0.104,0.0659,3.85e-05,0.0962,0.802,169.976,205442,4,6
$20,boygenius,65,2023,False,0.555,0.606,7,-6.9,1,0.0321,0.0077,0.0305,0.178,0.41,117.969,200093,3,5
Insomnia,The Moss,58,2022,False,0.54,0.747,11,-5.784,1,0.0657,0.118,0.0129,0.096,0.757,168.013,192135,4,6
Cutie,COIN,57,2022,False,0.683,0.604,7,-6.374,0,0.126,0.000993,0.000241,0.141,0.731,111.999,184315,4,5
Vickie,Peach Pit,47,2022,False,0.697,0.464,0,-6.019,1,0.0259,0.147,4.51e-06,0.139,0.667,89.293,223944,4,2
Caffeine,Jack Kays,60,2023,False,0.604,0.794,10,-6.72,0,0.0672,0.0131,0.000574,0.383,0.785,155.95,184615,4,6
circle the drain,Soccer Mommy,55,2020,False,0.482,0.79,9,-5.221,1,0.038,0.303,0.00028,0.1,0.47,169.064,280213,4,6
Head In The Clouds,BabyJake,60,2020,False,0.777,0.582,7,-6.435,1,0.0357,0.134,0.000752,0.336,0.925,138.98,147893,4,2
After Midnight (feat. Clairo),Phoenix,58,2023,False,0.639,0.82,11,-5.986,1,0.0322,0.0153,0.00405,0.309,0.667,100.013,188000,4,6
Hands Down,The Greeting Committee,53,2015,False,0.426,0.634,4,-7.116,1,0.0341,0.404,0.00356,0.222,0.284,98.925,257693,4,6
"Right Here, for Now",Bakar,51,2023,False,0.798,0.581,0,-5.243,1,0.0396,0.0401,0.0,0.357,0.776,129.97,180933,4,2
Your Life Your Time,Christian Leave,52,2021,False,0.532,0.815,11,-5.95,1,0.0321,0.000292,0.0191,0.201,0.868,159.034,160257,4,5
Going Kokomo,Royel Otis,63,2023,False,0.448,0.942,0,-4.196,1,0.0478,0.00262,0.0286,0.065,0.786,171.979,190627,4,6
Post Humorous,Gus Dapperton,53,2020,False,0.638,0.843,2,-4.825,1,0.03,0.00763,3.4e-05,0.0799,0.779,119.957,279691,4,6
Saltwater,Geowulf,57,2018,False,0.552,0.828,2,-5.811,1,0.0305,0.0006,0.363,0.115,0.709,107.031,247280,4,6
Humbug Mountain Song,Fruit Bats,61,2016,False,0.593,0.926,6,-5.361,0,0.0319,0.0355,0.0582,0.311,0.945,100.011,184347,4,6
Gloria,The Snuts,48,2023,False,0.454,0.797,11,-3.741,0,0.0964,0.000824,0.0828,0.371,0.568,203.967,152993,4,6
Sure Enough,Two Door Cinema Club,48,2023,False,0.413,0.93,0,-3.506,1,0.0495,8.42e-05,1.32e-06,0.076,0.688,76.498,171273,4,6
All Day All Night,Moon Taxi,49,2015,False,0.549,0.946,2,-3.567,1,0.043,0.0155,0.00238,0.109,0.364,105.22,231367,4,6
Out Of My League,Aidan Bissett,52,2023,False,0.541,0.744,7,-5.452,1,0.0346,0.0103,0.0,0.284,0.455,129.953,181135,4,5
One Chance,Albert Hammond Jr,39,2023,False,0.562,0.823,11,-4.572,0,0.0321,0.11,0.0318,0.261,0.887,168.016,227668,4,6
The Bottom of It,Fruit Bats,65,2019,False,0.631,0.625,0,-10.73,1,0.0374,0.134,0.0196,0.117,0.305,155.987,181400,4,5
May Ninth,Khruangbin,69,2024,False,0.594,0.356,6,-11.191,0,0.0378,0.342,0.854,0.148,0.544,80.839,192144,4,0
After The Earthquake,Alvvays,54,2022,False,0.321,0.901,4,-4.441,1,0.093,0.00856,8.8e-06,0.59,0.415,165.886,185277,4,6
Here Comes The Comeback,Mitch Rowland,40,2023,False,0.685,0.682,10,-6.795,1,0.0253,0.00291,0.0427,0.31,0.858,114.956,162102,4,6
palmtreedays_1644.wav,easy life,46,2023,False,0.65,0.815,5,-6.064,0,0.0633,0.177,6.6e-05,0.163,0.356,102.033,248093,4,5
The Place That Makes Me Happy,The Moss,51,2023,False,0.569,0.759,8,-6.014,1,0.0453,0.00312,0.00644,0.0803,0.909,156.108,181354,4,6
Don't Wanna,HAIM,51,2021,False,0.762,0.498,8,-5.294,1,0.0481,0.161,9.55e-06,0.172,0.871,107.049,201787,4,2
Dead,Quarters of Change,44,2022,False,0.658,0.791,11,-4.732,0,0.0979,0.00619,0.0,0.384,0.485,123.117,219985,4,0
Strawberry Daydream,Pacific Avenue,50,2023,False,0.17,0.867,7,-3.387,1,0.0788,0.00311,1.8e-06,0.739,0.365,161.923,187228,4,4
Cold Reactor,Everything Everything,53,2023,False,0.601,0.73,7,-6.077,1,0.0353,0.271,0.0143,0.127,0.814,160.047,231467,4,6
Blue Orchid,The White Stripes,68,2005,False,0.481,0.645,10,-8.535,0,0.318,0.0863,6.2e-06,0.332,0.612,151.307,157560,4,2
Girls,The 1975,61,2013,True,0.657,0.913,11,-4.984,1,0.0528,0.00392,0.00149,0.466,0.906,108.036,254620,4,6
High And Low,Empire Of The Sun,61,2016,False,0.512,0.768,1,-4.673,1,0.045,0.0213,3.2e-06,0.0918,0.322,126.907,224840,4,6
i'll die anyway.,girl in red,65,2019,False,0.473,0.626,0,-6.887,1,0.0288,0.000427,0.578,0.0786,0.172,157.912,192612,4,0
I'm Not Gonna Teach Your Boyfriend How To Dance With You,Black Kids,44,2008,False,0.48,0.929,0,-4.082,1,0.0476,0.000304,0.0,0.366,0.799,125.321,217733,4,6
Chaise Longue,Wet Leg,58,2021,False,0.684,0.749,7,-6.565,1,0.06,0.00135,0.111,0.141,0.935,160.021,196905,4,6
Life Itself,Glass Animals,63,2016,False,0.699,0.67,1,-6.219,1,0.0347,0.0147,0.22,0.356,0.556,111.988,281407,4,5
Burning,The Whitest Boy Alive,70,2006,False,0.721,0.758,11,-7.536,0,0.0372,0.669,0.891,0.133,0.865,150.825,191173,4,0
Kill V. Maim,Grimes,65,2015,False,0.578,0.947,11,-2.431,0,0.0359,0.00744,0.0816,0.105,0.456,134.033,246007,4,0
You Stupid Bitch,girl in red,63,2021,True,0.521,0.833,11,-5.661,0,0.053,0.00721,0.00119,0.272,0.764,149.006,195952,4,5
Love Illumination,Franz Ferdinand,54,2013,False,0.53,0.864,4,-3.323,0,0.0557,0.0978,3.12e-06,0.153,0.85,153.314,222282,4,6
The Bay,Metronomy,66,2011,False,0.803,0.47,6,-7.232,0,0.0387,0.587,0.091,0.0723,0.887,121.226,290173,4,2
Perfect (Exceeder),Mason,75,2007,False,0.667,0.845,6,-6.845,1,0.0812,0.0248,0.065,0.466,0.681,127.879,161250,4,5
Lo/Hi,The Black Keys,68,2019,False,0.606,0.679,2,-7.445,1,0.0321,0.0151,0.000433,0.0962,0.707,122.016,177768,4,2
The Wolf,Mumford & Sons,52,2015,False,0.42,0.825,2,-5.343,1,0.0468,0.000559,0.728,0.183,0.307,152.934,221240,4,4
Temple,Kings of Leon,57,2013,False,0.475,0.644,9,-7.782,1,0.0326,0.00087,0.279,0.123,0.568,149.838,250453,4,6
This Head I Hold,Electric Guest,64,2012,False,0.663,0.873,0,-4.915,1,0.0328,0.0268,0.0108,0.261,0.962,162.021,175773,4,6
One Minute More,Capital Cities,51,2013,False,0.606,0.857,2,-4.48,1,0.0333,0.00474,5.36e-06,0.0993,0.377,122.972,202922,4,6
Welcome to the DCC,Nothing But Thieves,62,2023,False,0.656,0.748,9,-4.759,0,0.0589,0.0201,0.0563,0.129,0.202,121.052,197557,4,0
Go,The Black Keys,57,2019,False,0.478,0.666,1,-7.766,1,0.0566,0.0428,0.725,0.336,0.718,149.974,146597,4,2
Over And Over,Hot Chip,57,2006,False,0.774,0.794,5,-4.446,0,0.0358,0.00824,0.00317,0.08,0.724,120.002,347880,4,5
Jealous (I Ain't With It),Chromeo,47,2014,False,0.739,0.82,5,-6.099,0,0.0889,0.00823,0.0,0.2,0.775,127.984,228027,4,5
Pogo,Digitalism,53,2007,False,0.403,0.754,0,-5.256,1,0.0442,6.08e-05,7.71e-05,0.466,0.398,136.027,226467,4,6
Give Me a Try,The Wombats,40,2015,False,0.623,0.922,1,-3.013,1,0.0534,0.000815,0.0,0.069,0.681,135.976,228471,4,6
The Ghosts of Beverly Drive,Death Cab for Cutie,52,2015,False,0.557,0.859,2,-6.557,1,0.0582,0.00474,5.79e-05,0.103,0.748,154.718,243253,4,5
Boys In the Better Land,Fontaines D.C.,59,2019,False,0.39,0.972,9,-5.023,1,0.0744,0.000287,2.32e-05,0.348,0.592,177.0,300116,4,6
Our Own House,MisterWives,53,2015,False,0.559,0.76,8,-4.682,1,0.0575,0.00228,0.000481,0.052,0.433,125.773,232187,4,5
Silhouettes,Colony House,55,2014,False,0.478,0.76,8,-6.819,1,0.0381,0.0136,0.0,0.093,0.578,164.997,177773,4,6
More - Techno,Tooz,34,2024,False,0.487,0.813,11,-9.382,0,0.0486,5.39e-05,4.98e-05,0.337,0.394,169.971,117062,4,6
Fifteen,Taylor Swift,43,2008,False,0.559,0.636,7,-4.4,1,0.0263,0.0728,0.0,0.144,0.214,95.485,294347,4,5
Please Don't Leave Me,P!nk,62,2008,False,0.588,0.845,6,-4.497,1,0.0377,0.00869,0.0,0.326,0.745,138.014,231560,4,6
R U Free,Mirla Avila,4,2024,False,0.689,0.709,8,-10.184,1,0.0578,0.0232,0.00375,0.106,0.656,119.979,170064,4,6
Daphne,Abigail Fierce,29,2023,False,0.603,0.805,10,-4.577,1,0.0338,0.0305,0.00014,0.131,0.498,112.019,177321,4,6
Down (Techno),Tooz,22,2023,False,0.546,0.952,11,-3.828,0,0.0673,0.0105,0.0,0.0729,0.294,160.019,144000,4,4
Outta My Head,Jada Facer,31,2023,False,0.707,0.513,4,-10.18,1,0.0566,0.626,0.00038,0.0609,0.636,144.99,173793,4,1
Should’ve Been Us,Tori Kelly,0,2015,False,0.584,0.75,6,-5.448,0,0.156,0.00482,7.47e-06,0.0756,0.477,89.925,186477,4,0
U + Ur Hand,P!nk,0,2006,True,0.706,0.889,0,-3.692,1,0.0556,0.00125,0.0,0.033,0.882,141.025,214387,4,6
Understatement,Maryon,45,2024,False,0.866,0.851,6,-5.044,1,0.044,0.0173,0.0127,0.0674,0.91,125.006,151869,4,5
feel it twice,Mackenzie Testa,26,2024,False,0.712,0.635,0,-4.581,0,0.069,0.19,0.0,0.0806,0.55,171.917,161800,4,0
she's all i wanna be - Tech House,Tooz,29,2023,False,0.515,0.725,2,-6.078,0,0.0369,0.117,6e-05,0.129,0.444,132.086,223322,4,6
Disturbia - Techno,Tooz,20,2024,False,0.553,0.855,2,-6.16,1,0.0832,0.0082,9.55e-06,0.214,0.375,140.037,229240,4,6
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,57,2015,False,0.379,0.618,5,-7.065,1,0.0586,0.337,5.1e-06,0.102,0.4,147.53,209560,4,6
Shattered [Turn The Car Around],O.A.R.,0,2008,False,0.571,0.784,11,-6.396,1,0.0352,0.0175,0.0,0.19,0.462,105.973,255493,4,6
Bleeding Out,Imagine Dragons,58,2012,False,0.299,0.754,5,-4.078,0,0.0732,0.0195,1.3e-06,0.103,0.295,169.373,221053,4,6
Sick Boy,The Chainsmokers,0,2018,False,0.548,0.58,11,-7.524,0,0.121,0.104,0.0,0.127,0.462,180.066,193893,4,0
All You Wanted,Michelle Branch,61,2001,False,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,217680,4,6
...Ready For It? - BloodPop® Remix,Taylor Swift,54,2017,False,0.582,0.835,7,-4.899,1,0.222,0.133,0.0,0.102,0.496,160.09,189509,4,5
Naturally,Selena Gomez & The Scene,65,2009,False,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,202587,4,6
Pictures Of You,The Last Goodnight,51,2007,False,0.325,0.816,2,-3.714,1,0.0633,0.165,0.0,0.0729,0.579,207.673,190173,4,6
We're All In This Together,High School Musical Cast,65,2006,False,0.76,0.941,1,-6.356,1,0.0688,0.0451,0.0,0.649,0.805,116.013,231427,4,5
Your Body,Christina Aguilera,0,2012,False,0.593,0.781,8,-5.292,0,0.0547,0.000739,0.0,0.224,0.575,103.024,240000,4,0
Til I Forget About You,Big Time Rush,52,2010,False,0.568,0.865,5,-3.653,1,0.0486,0.00632,0.0,0.158,0.55,122.014,237947,4,6
Worldwide,Big Time Rush,54,2010,False,0.531,0.771,4,-6.162,1,0.0468,0.0735,0.0,0.17,0.617,159.973,224333,4,6
Music Sounds Better (feat. Mann),Big Time Rush,26,2011,False,0.674,0.85,3,-4.668,0,0.0595,0.00598,0.0,0.0837,0.73,124.031,189120,4,6
"Determinate - From ""Lemonade Mouth""",Adam Hicks,65,2011,False,0.562,0.768,1,-5.006,0,0.0488,0.00361,0.0,0.0742,0.218,139.968,198107,4,0
365,Zedd,64,2019,False,0.745,0.693,2,-5.479,0,0.034,0.339,0.0,0.123,0.248,98.039,181900,4,0
My Dilemma 2.0,Selena Gomez & The Scene,47,2014,False,0.571,0.896,6,-3.183,0,0.132,0.0207,0.0,0.145,0.543,136.06,189773,4,0
Last Hurrah,Bebe Rexha,60,2019,False,0.514,0.618,11,-4.585,0,0.0317,0.175,0.0,0.117,0.401,84.259,150333,4,0
Hair,Lady Gaga,45,2011,False,0.57,0.923,5,-3.433,1,0.063,0.00116,9.01e-06,0.141,0.403,135.006,307893,4,0
Just Wanna Be With You,High School Musical Cast,60,2008,False,0.547,0.723,2,-4.804,0,0.0323,0.312,0.0,0.112,0.377,102.003,156187,4,5
Little Toy Guns,Carrie Underwood,49,2014,False,0.434,0.868,7,-1.208,1,0.0603,0.00407,1.98e-06,0.0919,0.204,161.886,210760,4,1
Pacify Her,Melanie Martinez,78,2015,False,0.576,0.593,9,-6.024,0,0.0306,0.0467,0.000767,0.237,0.373,157.993,220013,4,0
Chloe (You're the One I Want),Emblem3,49,2013,False,0.71,0.925,0,-3.329,1,0.0359,0.039,0.0,0.127,0.93,118.024,222987,4,6
If I Had You,Adam Lambert,57,2009,False,0.648,0.908,4,-4.251,0,0.108,0.0113,0.0,0.374,0.793,131.147,228240,4,6
Don't Let Me Get Me - Radio Edit,P!nk,0,2001,False,0.544,0.849,0,-4.778,0,0.094,0.00264,0.0,0.0371,0.589,98.376,210627,4,6
Nobody's Perfect - From “Hannah Montana 2”,Hannah Montana,0,2007,False,0.594,0.977,8,-4.193,1,0.0646,0.0597,3.49e-06,0.309,0.793,131.976,200827,4,6
Evacuate the Dancefloor - Radio Edit,Cascada,0,2009,False,0.76,0.694,0,-5.856,1,0.0458,0.0195,0.0,0.29,0.9,127.009,206307,4,0
